Población,5,Elementos,40,P.Mutación,0.02,P.Cruzamiento,0.59,Iteraciones,15,Semilla,15
Generación,Tubo,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39,e40,large,fit
9,ZWheAuNyDa,0.175672,0.185961,0.207307,0.0641204,0.0304746,0.048421,0.184157,0.00871425,0.131235,0.202311,0.208638,0.0430105,0.178185,0.137502,0.103118,0.222297,0.175997,0.0124691,0.0135926,0.0543046,0.200004,0.182531,0.0415618,0.187498,0.211417,0.136763,0.222563,0.102053,0.0555463,0.0760945,0.229629,0.236134,0.0363286,0.104211,0.16766,0.167246,0.206272,0.153231,0.187232,0.160416,1.43918,828.608
9,ZWheAuNyDa,0.100693,0.118699,0.210589,0.0853781,0.159115,0.0494854,0.09206,0.0631743,0.0942478,0.216029,0.0139178,0.0268972,0.17372,0.0895173,0.231965,0.0807955,0.138596,0.119911,0.0998358,0.0202744,0.164496,0.151251,0.0794059,0.156425,0.204528,0.2139,0.0921487,0.0984757,0.0783711,0.205651,0.121744,0.20101,0.115328,0.0959035,0.233148,0.2037,0.0460853,0.103029,0.206923,0.111485,0.719898,426.692
9,(+)ZWheAuNyDa,0.175672,0.185961,0.207307,0.0641204,0.0304746,0.048421,0.184157,0.00871425,0.131885,0.201512,0.208638,0.0430105,0.178185,0.139897,0.103916,0.222297,0.175997,0.0117595,0.0135926,0.0543046,0.199354,0.182531,0.0415618,0.187498,0.211417,0.136763,0.222563,0.0996584,0.0581481,0.0794059,0.229629,0.236134,0.0363286,0.104211,0.16766,0.167246,0.206272,0.15539,0.187232,0.160416,0.527726,388.37
10,ZWheAuNyDa,0.100693,0.118699,0.210589,0.0853781,0.159115,0.0494854,0.09206,0.0631743,0.0942478,0.216029,0.0139178,0.0268972,0.17372,0.0895173,0.231965,0.0807955,0.138596,0.119911,0.0998358,0.0202744,0.164437,0.151251,0.0794059,0.156425,0.204528,0.2139,0.0921487,0.0984757,0.0783711,0.205651,0.121744,0.20101,0.115328,0.0959035,0.233148,0.203848,0.0460853,0.103029,0.206923,0.111485,0.866082,513.921
10,ZWheAuNyDa,0.175672,0.185961,0.207307,0.0641204,0.0304746,0.048421,0.184157,0.00871425,0.131235,0.202311,0.208638,0.0428626,0.178185,0.137502,0.103118,0.222297,0.175997,0.0124691,0.0135926,0.0543046,0.200004,0.18259,0.0415618,0.187498,0.211417,0.136763,0.222563,0.102053,0.0555463,0.0760945,0.229629,0.236134,0.0363286,0.104211,0.16766,0.167246,0.206272,0.153231,0.187232,0.160416,1.73837,882.835
10,ZWheAuNyDa,0.100693,0.118699,0.210589,0.0853781,0.159115,0.0494854,0.09206,0.0631743,0.0942478,0.216029,0.0139178,0.0268972,0.17372,0.0895173,0.231965,0.0807955,0.138596,0.119911,0.0998358,0.0202744,0.164437,0.151251,0.0794059,0.156425,0.204528,0.2139,0.0921487,0.0984757,0.0783711,0.205651,0.121744,0.20101,0.115328,0.0959035,0.233148,0.203848,0.0460853,0.103029,0.206923,0.111485,1.29008,702.534
10,ZWheAuNyDa,0.100693,0.118699,0.210589,0.0853781,0.159115,0.0494854,0.09206,0.0631743,0.0942478,0.216029,0.0139178,0.0268972,0.17372,0.0895173,0.231965,0.0807955,0.138596,0.119911,0.0998358,0.0202744,0.164437,0.151251,0.0794059,0.156425,0.204528,0.2139,0.0921487,0.0984757,0.0783711,0.205651,0.121744,0.20101,0.115328,0.0959035,0.233148,0.203848,0.0460853,0.103029,0.206923,0.111485,1.38639,731.789
10,ZWheAuNyDa,0.175672,0.185961,0.207307,0.0641204,0.0304746,0.048421,0.184157,0.00871425,0.131235,0.202311,0.208638,0.0428626,0.178185,0.137502,0.103118,0.222297,0.175997,0.0124691,0.0135926,0.0543046,0.200004,0.18259,0.0415618,0.187498,0.211417,0.136763,0.222563,0.102053,0.0555463,0.0760945,0.229629,0.236134,0.0363286,0.104211,0.16766,0.167246,0.206272,0.153231,0.187232,0.160416,1.50696,842.341
10,(+)ZWheAuNyDa,0.175672,0.185961,0.207307,0.0641204,0.0304746,0.048421,0.184157,0.00871425,0.131885,0.201512,0.208638,0.0430105,0.178185,0.139897,0.103916,0.222297,0.175997,0.0117595,0.0135926,0.0543046,0.199354,0.182531,0.0415618,0.187498,0.211417,0.136763,0.222563,0.0996584,0.0581481,0.0794059,0.229629,0.236134,0.0363286,0.104211,0.16766,0.167246,0.206272,0.15539,0.187232,0.160416,0.527726,388.37
11,ZWheAuNyDa,0.100693,0.118699,0.210589,0.0853781,0.159115,0.0494854,0.09206,0.0631743,0.0942478,0.216029,0.0139178,0.0268972,0.17372,0.0895173,0.231965,0.0807955,0.138596,0.116481,0.0998358,0.0202744,0.164437,0.151251,0.0794059,0.156425,0.204528,0.2139,0.0921487,0.0984757,0.0783711,0.205651,0.121744,0.20101,0.115328,0.0959035,0.233148,0.203848,0.0460853,0.103029,0.206923,0.111485,0.973792,572.879
11,ZWheAuNyDa,0.100693,0.118699,0.210589,0.0853781,0.159115,0.0494854,0.09206,0.0631743,0.0942478,0.216029,0.0139178,0.0268972,0.17372,0.0895173,0.231965,0.0807955,0.138596,0.116481,0.0998358,0.0202744,0.164437,0.151251,0.0794059,0.156425,0.204528,0.2139,0.0921487,0.0984757,0.0783711,0.205651,0.121744,0.20101,0.115328,0.0959035,0.233148,0.203848,0.0460853,0.103029,0.206923,0.111485,1.52794,768.221
11,ZWheAuNyDa,0.175672,0.185961,0.210737,0.0641204,0.0304746,0.048421,0.184157,0.00871425,0.131235,0.202311,0.208638,0.0428626,0.178185,0.137502,0.103118,0.222297,0.175997,0.0124691,0.0135926,0.0543046,0.200004,0.18259,0.0415618,0.187498,0.211417,0.136763,0.222563,0.102053,0.0555463,0.0760945,0.229629,0.236134,0.0363286,0.104211,0.16766,0.167246,0.206272,0.153231,0.187232,0.160416,1.63326,866.424
11,ZWheAuNyDa,0.100693,0.118699,0.210589,0.0853781,0.159115,0.0494854,0.09206,0.0631743,0.0942478,0.216029,0.0139178,0.0268972,0.17372,0.0895173,0.231965,0.0807955,0.138596,0.116481,0.0998358,0.0202744,0.164437,0.151251,0.0794059,0.156425,0.204528,0.2139,0.0921487,0.0984757,0.0783711,0.205651,0.121744,0.20101,0.115328,0.0959035,0.233148,0.203848,0.0460853,0.103029,0.206923,0.111485,1.73035,811.329
11,ZWheAuNyDa,0.175672,0.185961,0.210737,0.0641204,0.0304746,0.048421,0.184157,0.00871425,0.131235,0.202311,0.208638,0.0428626,0.178185,0.137502,0.103118,0.222297,0.175997,0.0124691,0.0135926,0.0543046,0.200004,0.18259,0.0415618,0.187498,0.211417,0.136763,0.222563,0.102053,0.0555463,0.0760945,0.229629,0.236134,0.0363286,0.104211,0.16766,0.167246,0.206272,0.153231,0.187232,0.160416,1.43446,827.353
11,(+)ZWheAuNyDa,0.175672,0.185961,0.207307,0.0641204,0.0304746,0.048421,0.184157,0.00871425,0.131885,0.201512,0.208638,0.0430105,0.178185,0.139897,0.103916,0.222297,0.175997,0.0117595,0.0135926,0.0543046,0.199354,0.182531,0.0415618,0.187498,0.211417,0.136763,0.222563,0.0996584,0.0581481,0.0794059,0.229629,0.236134,0.0363286,0.104211,0.16766,0.167246,0.206272,0.15539,0.187232,0.160416,0.527726,388.37
12,ZWheAuNyDa,0.100693,0.118699,0.210589,0.0853781,0.159115,0.0494854,0.09206,0.0631743,0.0942478,0.216029,0.0139178,0.0268972,0.17372,0.0895173,0.231965,0.0807955,0.138596,0.116481,0.0998358,0.0202744,0.164437,0.151251,0.0794059,0.156425,0.197196,0.2139,0.0921487,0.0984757,0.0783711,0.205651,0.121744,0.20101,0.115328,0.0959035,0.233148,0.203848,0.0460853,0.103029,0.206923,0.111485,1.76573,817.789
12,ZWheAuNyDa,0.175672,0.185961,0.210737,0.0641204,0.0304746,0.048421,0.184157,0.00871425,0.131235,0.202311,0.208638,0.0428626,0.178185,0.137502,0.103118,0.222297,0.175997,0.0124691,0.0135926,0.0543046,0.200004,0.18259,0.0415618,0.187498,0.211417,0.136763,0.222563,0.102053,0.0555463,0.0834268,0.229629,0.236134,0.0363286,0.104211,0.16766,0.167246,0.206272,0.153231,0.187232,0.160416,0.689828,515.494
12,ZWheAuNyDa,0.100693,0.118699,0.210589,0.0853781,0.159115,0.0494854,0.09206,0.0631743,0.0942478,0.216029,0.0139178,0.0268972,0.17372,0.0895173,0.231965,0.0807955,0.138596,0.116481,0.0998358,0.0202744,0.164437,0.151251,0.0794059,0.156425,0.197196,0.2139,0.0921487,0.0984757,0.0783711,0.205651,0.121744,0.20101,0.115328,0.0959035,0.233148,0.203848,0.0460853,0.103029,0.206923,0.111485,1.9373,846.069
12,ZWheAuNyDa,0.175672,0.185961,0.210737,0.0641204,0.0304746,0.048421,0.184157,0.00871425,0.131235,0.202311,0.208638,0.0428626,0.178185,0.137502,0.103118,0.222297,0.175997,0.0124691,0.0135926,0.0543046,0.200004,0.18259,0.0415618,0.187498,0.211417,0.136763,0.222563,0.102053,0.0555463,0.0834268,0.229629,0.236134,0.0363286,0.104211,0.16766,0.167246,0.206272,0.153231,0.187232,0.160416,1.2031,767.414
12,ZWheAuNyDa,0.175672,0.185961,0.210737,0.0641204,0.0304746,0.048421,0.184157,0.00871425,0.131235,0.202311,0.208638,0.0428626,0.178185,0.137502,0.103118,0.222297,0.175997,0.0124691,0.0135926,0.0543046,0.200004,0.18259,0.0415618,0.187498,0.211417,0.136763,0.222563,0.102053,0.0555463,0.0834268,0.229629,0.236134,0.0363286,0.104211,0.16766,0.167246,0.206272,0.153231,0.187232,0.160416,0.517559,382.879
12,(+)ZWheAuNyDa,0.175672,0.185961,0.210737,0.0641204,0.0304746,0.048421,0.184157,0.00871425,0.131235,0.202311,0.208638,0.0428626,0.178185,0.137502,0.103118,0.222297,0.175997,0.0124691,0.0135926,0.0543046,0.200004,0.18259,0.0415618,0.187498,0.211417,0.136763,0.222563,0.102053,0.0555463,0.0834268,0.229629,0.236134,0.0363286,0.104211,0.16766,0.167246,0.206272,0.153231,0.187232,0.160416,0.517559,382.879
13,ZWheAuNyDa,0.175672,0.170587,0.210737,0.0641204,0.0304746,0.048421,0.184157,0.00871425,0.131235,0.202311,0.208638,0.0428626,0.178185,0.137502,0.103118,0.222297,0.175997,0.0124691,0.0135926,0.0543046,0.200004,0.18259,0.0415618,0.187498,0.211417,0.136763,0.222563,0.102053,0.0555463,0.0834268,0.229629,0.236134,0.0363286,0.104211,0.16766,0.167246,0.206272,0.153231,0.187232,0.160416,1.42487,824.525
13,ZWheAuNyDa,0.100693,0.118699,0.210589,0.0853781,0.159115,0.0648595,0.09206,0.0631743,0.0942478,0.216029,0.0139178,0.0268972,0.17372,0.0895173,0.231965,0.0807955,0.138596,0.116481,0.0998358,0.0202744,0.164437,0.151251,0.0794059,0.156425,0.197196,0.2139,0.0921487,0.0984757,0.0783711,0.205651,0.121744,0.20101,0.115328,0.0959035,0.233148,0.203848,0.0460853,0.103029,0.206923,0.111485,1.71915,801.698
13,ZWheAuNyDa,0.175672,0.170587,0.210737,0.0641204,0.0304746,0.048421,0.184157,0.00871425,0.131235,0.202311,0.208638,0.0428626,0.178185,0.137502,0.103118,0.222297,0.175997,0.0124691,0.0135926,0.0543046,0.200004,0.18259,0.0415618,0.187498,0.211417,0.136763,0.222563,0.102053,0.0555463,0.0834268,0.229629,0.236134,0.0363286,0.104211,0.16766,0.167246,0.206272,0.153231,0.187232,0.160416,0.705079,526.139
13,ZWheAuNyDa,0.100693,0.118699,0.210589,0.0853781,0.159115,0.0648595,0.09206,0.0631743,0.0942478,0.216029,0.0139178,0.0268972,0.17372,0.0895173,0.231965,0.0807955,0.138596,0.116481,0.0998358,0.0202744,0.164437,0.151251,0.0794059,0.156425,0.197196,0.2139,0.0921487,0.0984757,0.0783711,0.205651,0.121744,0.20101,0.115328,0.0959035,0.233148,0.203848,0.0460853,0.103029,0.206923,0.111485,1.75483,808.285
13,ZWheAuNyDa,0.175672,0.170587,0.210737,0.0641204,0.0304746,0.048421,0.184157,0.00871425,0.131235,0.202311,0.208638,0.0428626,0.178185,0.137502,0.103118,0.222297,0.175997,0.0124691,0.0135926,0.0543046,0.200004,0.18259,0.0415618,0.187498,0.211417,0.136763,0.222563,0.102053,0.0555463,0.0834268,0.229629,0.236134,0.0363286,0.104211,0.16766,0.167246,0.206272,0.153231,0.187232,0.160416,1.99407,915.583
13,(+)ZWheAuNyDa,0.175672,0.185961,0.210737,0.0641204,0.0304746,0.048421,0.184157,0.00871425,0.131235,0.202311,0.208638,0.0428626,0.178185,0.137502,0.103118,0.222297,0.175997,0.0124691,0.0135926,0.0543046,0.200004,0.18259,0.0415618,0.187498,0.211417,0.136763,0.222563,0.102053,0.0555463,0.0834268,0.229629,0.236134,0.0363286,0.104211,0.16766,0.167246,0.206272,0.153231,0.187232,0.160416,0.517559,382.879
14,ZWheAuNyDa,0.175672,0.170587,0.210737,0.0641204,0.0304746,0.048421,0.184157,0.00871425,0.131235,0.202311,0.208638,0.0428626,0.178185,0.137502,0.103118,0.222297,0.175997,0.0124691,0.0135926,0.0543046,0.200004,0.18259,0.0415618,0.187498,0.211417,0.136763,0.222563,0.102053,0.0555463,0.0834268,0.229629,0.236134,0.0363286,0.104211,0.16766,0.167246,0.206272,0.153231,0.187232,0.160416,0.699452,521.807
14,ZWheAuNyDa,0.175672,0.170587,0.210737,0.0641204,0.0304746,0.048421,0.184157,0.00871425,0.131235,0.202311,0.208638,0.0428626,0.178185,0.137502,0.103118,0.222297,0.175997,0.0124691,0.0135926,0.0543046,0.200004,0.18259,0.0415618,0.187498,0.211417,0.136763,0.222563,0.102053,0.0555463,0.0834268,0.229629,0.236134,0.0363286,0.104211,0.16766,0.167246,0.206272,0.153231,0.187232,0.160416,1.69578,875.537
14,ZWheAuNyDa,0.100693,0.118699,0.210589,0.0853781,0.159115,0.0648595,0.09206,0.0631743,0.0942478,0.216029,0.0139178,0.0268972,0.17372,0.0895173,0.231965,0.0807955,0.138596,0.116481,0.0998358,0.0202744,0.164437,0.151251,0.0794059,0.156425,0.197196,0.2139,0.0921487,0.0984757,0.0783711,0.205651,0.121744,0.20101,0.115328,0.0959035,0.233148,0.203848,0.0460853,0.103029,0.206923,0.111485,0.968564,563.313
14,ZWheAuNyDa,0.100693,0.118699,0.210589,0.0853781,0.159115,0.0648595,0.09206,0.0631743,0.0942478,0.216029,0.0139178,0.0268972,0.17372,0.0895173,0.231965,0.0807955,0.138596,0.116481,0.0998358,0.0202744,0.164437,0.151251,0.0794059,0.156425,0.197196,0.2139,0.0921487,0.0984757,0.0783711,0.205651,0.121744,0.20101,0.115328,0.0959035,0.233148,0.203848,0.0460853,0.103029,0.206923,0.111485,0.64738,405.142
14,ZWheAuNyDa,0.175672,0.170587,0.210737,0.0641204,0.0304746,0.048421,0.184157,0.00871425,0.131235,0.202311,0.208638,0.0428626,0.178185,0.137502,0.103118,0.222297,0.175997,0.0124691,0.0135926,0.0543046,0.200004,0.18259,0.0415618,0.187498,0.211417,0.136763,0.222563,0.102053,0.0555463,0.0834268,0.229629,0.236134,0.0363286,0.104211,0.16766,0.167246,0.206272,0.153231,0.187232,0.160416,1.01159,698.178
14,(+)ZWheAuNyDa,0.175672,0.185961,0.210737,0.0641204,0.0304746,0.048421,0.184157,0.00871425,0.131235,0.202311,0.208638,0.0428626,0.178185,0.137502,0.103118,0.222297,0.175997,0.0124691,0.0135926,0.0543046,0.200004,0.18259,0.0415618,0.187498,0.211417,0.136763,0.222563,0.102053,0.0555463,0.0834268,0.229629,0.236134,0.0363286,0.104211,0.16766,0.167246,0.206272,0.153231,0.187232,0.160416,0.517559,382.879
15,ZWheAuNyDa,0.175672,0.170587,0.210737,0.0641204,0.0304746,0.048421,0.184157,0.00871425,0.131235,0.202311,0.208638,0.0428626,0.178185,0.137502,0.103118,0.222297,0.175997,0.0124691,0.0135926,0.0543046,0.200004,0.18259,0.0415618,0.136645,0.211417,0.136763,0.222563,0.102053,0.0555463,0.0834268,0.229629,0.236134,0.0363286,0.104211,0.16766,0.167246,0.206272,0.153231,0.187232,0.160416,0.904253,651.471
15,ZWheAuNyDa,0.100693,0.118699,0.210589,0.0852599,0.159115,0.0648595,0.09206,0.0631743,0.0942478,0.216029,0.0139178,0.0268972,0.17372,0.0895173,0.231965,0.0807955,0.138596,0.1166,0.0998358,0.0202744,0.164437,0.151251,0.0794059,0.156425,0.248049,0.2139,0.0921487,0.0984757,0.0783711,0.205651,0.121744,0.20101,0.115328,0.0959035,0.233148,0.203848,0.0460853,0.103029,0.206923,0.111485,1.27948,692.129
15,ZWheAuNyDa,0.100693,0.118699,0.210589,0.0852599,0.159115,0.0648595,0.09206,0.0631743,0.0942478,0.216029,0.0139178,0.0268972,0.17372,0.0895173,0.231965,0.0807955,0.138596,0.1166,0.0998358,0.0202744,0.164437,0.151251,0.0794059,0.156425,0.248049,0.2139,0.0921487,0.0984757,0.0783711,0.205651,0.121744,0.20101,0.115328,0.0959035,0.233148,0.203848,0.0460853,0.103029,0.206923,0.111485,1.7257,804.684
15,ZWheAuNyDa,0.100693,0.118699,0.210589,0.0852599,0.159115,0.0648595,0.09206,0.0631743,0.0942478,0.216029,0.0139178,0.0268972,0.17372,0.0895173,0.231965,0.0807955,0.138596,0.1166,0.0998358,0.0202744,0.164437,0.151251,0.0794059,0.156425,0.248049,0.2139,0.0921487,0.0984757,0.0783711,0.205651,0.121744,0.20101,0.115328,0.0959035,0.233148,0.203848,0.0460853,0.103029,0.206923,0.111485,1.27778,692.059
15,ZWheAuNyDa,0.175672,0.170587,0.210737,0.0641204,0.0304746,0.048421,0.184157,0.00871425,0.131235,0.202311,0.208638,0.0428626,0.178185,0.137502,0.103118,0.222297,0.175997,0.0124691,0.0135926,0.0543046,0.200004,0.18259,0.0415618,0.136645,0.211417,0.136763,0.222563,0.102053,0.0555463,0.0834268,0.229629,0.236134,0.0363286,0.104211,0.16766,0.167246,0.206272,0.153231,0.187232,0.160416,1.60128,861.178
15,(+)ZWheAuNyDa,0.175672,0.185961,0.210737,0.0641204,0.0304746,0.048421,0.184157,0.00871425,0.131235,0.202311,0.208638,0.0428626,0.178185,0.137502,0.103118,0.222297,0.175997,0.0124691,0.0135926,0.0543046,0.200004,0.18259,0.0415618,0.187498,0.211417,0.136763,0.222563,0.102053,0.0555463,0.0834268,0.229629,0.236134,0.0363286,0.104211,0.16766,0.167246,0.206272,0.153231,0.187232,0.160416,0.517559,382.879
